;Fecha;Contagios acum;Activos;Muertes;Recuperados;Contagios por dia;Ciudad
635;21/07/2020;13702;4191;467;9044;250;Cartagena de Indias
636;22/07/2020;13863;4208;469;9186;161;Cartagena de Indias
637;23/07/2020;14015;4003;475;9537;152;Cartagena de Indias
638;24/07/2020;14129;3969;480;9680;114;Cartagena de Indias
639;25/07/2020;14259;3691;482;10086;130;Cartagena de Indias
640;26/07/2020;14596;3751;485;10360;337;Cartagena de Indias
641;27/07/2020;14705;3500;486;10719;109;Cartagena de Indias
642;28/07/2020;15026;3602;490;10934;321;Cartagena de Indias
643;29/07/2020;15209;3400;493;11316;183;Cartagena de Indias
644;30/07/2020;15419;3257;494;11668;210;Cartagena de Indias
645;31/07/2020;15617;3217;497;11903;198;Cartagena de Indias
646;1/08/2020;15937;3204;499;12234;320;Cartagena de Indias
647;2/08/2020;16172;3254;505;12413;235;Cartagena de Indias
648;3/08/2020;16358;3226;509;12623;186;Cartagena de Indias
649;4/08/2020;16428;3032;512;12884;70;Cartagena de Indias
650;5/08/2020;16639;3033;515;13091;211;Cartagena de Indias
651;6/08/2020;16705;2827;518;13360;66;Cartagena de Indias
652;7/08/2020;16914;2856;518;13540;209;Cartagena de Indias
653;8/08/2020;17047;2749;519;13779;133;Cartagena de Indias
654;9/08/2020;17211;2670;523;14018;164;Cartagena de Indias
655;10/08/2020;17336;2595;524;14217;125;Cartagena de Indias
656;11/08/2020;17511;2638;525;14348;175;Cartagena de Indias
657;12/08/2020;17640;2567;525;14548;129;Cartagena de Indias
658;13/08/2020;17731;2524;528;14679;91;Cartagena de Indias
659;14/08/2020;17845;2396;528;14921;114;Cartagena de Indias
660;15/08/2020;18047;2299;528;15220;202;Cartagena de Indias
661;16/08/2020;18174;2239;529;15406;127;Cartagena de Indias
662;17/08/2020;18233;2103;529;15601;59;Cartagena de Indias
663;18/08/2020;18440;2166;531;15743;207;Cartagena de Indias
664;19/08/2020;18562;2042;535;15985;122;Cartagena de Indias
665;20/08/2020;18627;1796;536;16295;65;Cartagena de Indias
666;21/08/2020;18703;1727;540;16436;76;Cartagena de Indias
667;22/08/2020;19215;2082;542;16591;512;Cartagena de Indias
668;23/08/2020;19268;1666;543;17059;53;Cartagena de Indias
669;24/08/2020;19411;1619;543;17249;143;Cartagena de Indias
670;25/08/2020;19691;1690;544;17457;280;Cartagena de Indias
671;26/08/2020;19835;1603;545;17687;144;Cartagena de Indias
672;27/08/2020;20087;1547;545;17995;252;Cartagena de Indias
673;28/08/2020;20146;1509;546;18091;59;Cartagena de Indias
674;29/08/2020;20270;1557;546;18167;124;Cartagena de Indias
675;30/08/2020;20360;1519;547;18294;90;Cartagena de Indias
676;31/08/2020;20442;1435;549;18458;82;Cartagena de Indias
677;1/09/2020;20582;1496;551;18535;140;Cartagena de Indias
678;2/09/2020;20630;1480;552;18598;48;Cartagena de Indias
679;3/09/2020;20697;1345;553;18799;67;Cartagena de Indias
680;4/09/2020;20758;1251;553;18954;61;Cartagena de Indias
681;9/03/2020;1;1;0;0;1;Medellín
682;11/03/2020;3;3;0;0;2;Medellín
683;14/03/2020;5;5;0;0;2;Medellín
684;15/03/2020;6;5;0;1;1;Medellín
685;19/03/2020;9;8;0;1;3;Medellín
686;20/03/2020;16;15;0;1;7;Medellín
687;21/03/2020;17;16;0;1;1;Medellín
688;22/03/2020;19;18;0;1;2;Medellín
689;23/03/2020;32;29;0;3;13;Medellín
690;25/03/2020;38;33;0;5;6;Medellín
691;28/03/2020;42;34;0;8;4;Medellín
692;29/03/2020;50;35;0;15;8;Medellín
693;30/03/2020;58;37;0;21;8;Medellín
694;31/03/2020;62;36;0;26;4;Medellín
695;1/04/2020;63;32;0;31;1;Medellín
696;2/04/2020;73;40;0;33;10;Medellín
697;3/04/2020;84;46;1;37;11;Medellín
698;4/04/2020;86;44;1;41;2;Medellín
699;5/04/2020;95;49;1;45;9;Medellín
700;6/04/2020;100;52;1;47;5;Medellín
701;7/04/2020;113;60;1;52;13;Medellín
702;8/04/2020;140;86;1;53;27;Medellín
703;9/04/2020;142;84;1;57;2;Medellín
704;10/04/2020;147;86;1;60;5;Medellín
705;11/04/2020;150;87;1;62;3;Medellín
706;12/04/2020;157;94;1;62;7;Medellín
707;13/04/2020;167;100;1;66;10;Medellín
708;14/04/2020;180;112;1;67;13;Medellín
709;15/04/2020;190;121;1;68;10;Medellín
710;16/04/2020;194;125;1;68;4;Medellín
711;17/04/2020;200;128;1;71;6;Medellín
712;18/04/2020;208;132;2;74;8;Medellín
713;19/04/2020;219;132;2;85;11;Medellín
714;20/04/2020;225;132;2;91;6;Medellín
715;21/04/2020;228;128;2;98;3;Medellín
716;22/04/2020;234;132;2;100;6;Medellín
717;23/04/2020;249;138;2;109;15;Medellín
718;24/04/2020;254;138;2;114;5;Medellín
719;25/04/2020;255;136;2;117;1;Medellín
720;26/04/2020;258;133;2;123;3;Medellín
721;27/04/2020;266;136;3;127;8;Medellín
722;28/04/2020;269;133;3;133;3;Medellín
723;29/04/2020;273;133;3;137;4;Medellín
724;30/04/2020;277;135;3;139;4;Medellín
725;1/05/2020;278;134;3;141;1;Medellín
726;3/05/2020;284;137;3;144;6;Medellín
727;4/05/2020;287;138;3;146;3;Medellín
728;5/05/2020;290;130;3;157;3;Medellín
729;6/05/2020;293;129;3;161;3;Medellín
730;7/05/2020;296;126;3;167;3;Medellín
731;8/05/2020;299;118;3;178;3;Medellín
732;9/05/2020;300;107;3;190;1;Medellín
733;10/05/2020;302;106;3;193;2;Medellín
734;11/05/2020;307;94;3;210;5;Medellín
735;12/05/2020;311;96;3;212;4;Medellín
736;13/05/2020;318;96;3;219;7;Medellín
737;14/05/2020;328;105;3;220;10;Medellín
738;15/05/2020;335;107;3;225;7;Medellín
739;16/05/2020;341;111;3;227;6;Medellín
740;17/05/2020;349;114;3;232;8;Medellín
741;18/05/2020;355;116;3;236;6;Medellín
742;19/05/2020;368;129;3;236;13;Medellín
743;20/05/2020;372;130;3;239;4;Medellín
744;21/05/2020;385;141;3;241;13;Medellín
745;22/05/2020;393;146;3;244;8;Medellín
746;23/05/2020;427;176;3;248;34;Medellín
747;24/05/2020;440;174;3;263;13;Medellín
748;25/05/2020;446;170;3;273;6;Medellín
749;26/05/2020;469;182;3;284;23;Medellín
750;27/05/2020;483;195;3;285;14;Medellín
751;28/05/2020;504;209;3;292;21;Medellín
752;29/05/2020;515;217;3;295;11;Medellín
753;30/05/2020;531;231;3;297;16;Medellín
754;31/05/2020;548;227;3;318;17;Medellín
755;1/06/2020;553;230;3;320;5;Medellín
756;2/06/2020;577;239;3;335;24;Medellín
757;3/06/2020;593;244;3;346;16;Medellín
758;4/06/2020;606;248;3;355;13;Medellín
759;5/06/2020;619;243;4;372;13;Medellín
760;6/06/2020;632;244;4;384;13;Medellín
761;7/06/2020;648;245;4;399;16;Medellín
762;8/06/2020;676;266;4;406;28;Medellín
763;9/06/2020;710;290;4;416;34;Medellín
764;10/06/2020;739;300;4;435;29;Medellín
765;11/06/2020;757;307;4;446;18;Medellín
766;12/06/2020;786;316;4;466;29;Medellín
767;13/06/2020;819;337;4;478;33;Medellín
768;14/06/2020;851;362;5;484;32;Medellín
769;15/06/2020;902;408;6;488;51;Medellín
770;16/06/2020;937;439;6;492;35;Medellín
771;17/06/2020;975;460;7;508;38;Medellín
772;18/06/2020;1037;496;7;534;62;Medellín
773;19/06/2020;1129;562;7;560;92;Medellín
774;20/06/2020;1174;579;8;587;45;Medellín
775;21/06/2020;1238;623;10;605;64;Medellín
776;22/06/2020;1278;627;11;640;40;Medellín
777;23/06/2020;1331;651;11;669;53;Medellín
778;24/06/2020;1414;705;16;693;83;Medellín
779;25/06/2020;1509;780;17;712;95;Medellín
780;26/06/2020;1628;870;17;741;119;Medellín
781;27/06/2020;1760;987;17;756;132;Medellín
782;28/06/2020;1888;1083;17;788;128;Medellín
783;29/06/2020;1962;1105;18;839;74;Medellín
784;30/06/2020;2085;1173;20;892;123;Medellín
785;1/07/2020;2202;1246;24;932;117;Medellín
786;2/07/2020;2382;1381;29;972;180;Medellín
787;3/07/2020;2527;1489;33;1005;145;Medellín
788;4/07/2020;2758;1695;36;1027;231;Medellín
789;5/07/2020;2924;1835;37;1052;166;Medellín
790;6/07/2020;3152;2010;43;1099;228;Medellín
791;7/07/2020;3392;2204;44;1144;240;Medellín
792;8/07/2020;3625;2393;45;1187;233;Medellín
793;9/07/2020;3925;2630;55;1240;300;Medellín
794;10/07/2020;4332;2981;61;1290;407;Medellín
795;11/07/2020;4492;3063;72;1357;160;Medellín
796;12/07/2020;4798;3323;84;1391;306;Medellín
797;13/07/2020;5026;3490;100;1436;228;Medellín
798;14/07/2020;5572;3979;111;1482;546;Medellín
799;15/07/2020;6044;4385;118;1541;472;Medellín
800;16/07/2020;6497;4730;129;1638;453;Medellín
801;17/07/2020;7096;5235;141;1720;599;Medellín
802;18/07/2020;7983;6018;150;1815;887;Medellín
803;19/07/2020;8444;6168;167;2109;461;Medellín
804;20/07/2020;9135;6736;177;2222;691;Medellín
805;21/07/2020;10136;7536;198;2402;1001;Medellín
806;22/07/2020;10763;8038;215;2510;627;Medellín
807;23/07/2020;11228;8273;231;2724;465;Medellín
808;24/07/2020;12018;8764;245;3009;790;Medellín
809;25/07/2020;12781;9288;256;3237;763;Medellín
810;26/07/2020;13373;9638;277;3458;592;Medellín
811;27/07/2020;14605;10572;288;3745;1232;Medellín
812;28/07/2020;15279;10848;317;4114;674;Medellín
813;29/07/2020;16222;11340;340;4542;943;Medellín
814;30/07/2020;17072;11849;359;4864;850;Medellín
815;31/07/2020;18178;12463;378;5337;1106;Medellín
816;1/08/2020;19758;13533;404;5821;1580;Medellín
817;2/08/2020;20985;14268;424;6293;1227;Medellín
818;3/08/2020;22639;15121;443;7075;1654;Medellín
819;4/08/2020;23293;15111;463;7719;654;Medellín
820;5/08/2020;24114;15122;478;8514;821;Medellín
821;6/08/2020;24909;15155;505;9249;795;Medellín
822;7/08/2020;26125;15504;526;10095;1216;Medellín
823;8/08/2020;27029;15648;552;10829;904;Medellín
824;9/08/2020;28035;15223;582;12230;1006;Medellín
825;10/08/2020;29662;15911;600;13151;1627;Medellín
826;11/08/2020;30764;16414;617;13733;1102;Medellín
827;12/08/2020;31722;16668;639;14415;958;Medellín
828;13/08/2020;32595;16448;657;15490;873;Medellín
829;14/08/2020;33627;16430;679;16518;1032;Medellín
830;15/08/2020;34639;15862;716;18061;1012;Medellín
831;16/08/2020;35512;15261;736;19515;873;Medellín
832;17/08/2020;36132;14284;755;21093;620;Medellín
833;18/08/2020;37041;14077;776;22188;909;Medellín
834;19/08/2020;38015;13302;797;23916;974;Medellín
835;20/08/2020;38442;12197;817;25428;427;Medellín
836;21/08/2020;39122;11802;842;26478;680;Medellín
837;22/08/2020;40044;11865;855;27324;922;Medellín
838;23/08/2020;40845;11660;878;28307;801;Medellín
839;24/08/2020;41375;11312;896;29167;530;Medellín
840;25/08/2020;41990;10822;924;30244;615;Medellín
841;26/08/2020;43343;11232;937;31174;1353;Medellín
842;27/08/2020;44064;11145;962;31957;721;Medellín
843;28/08/2020;45079;11444;985;32650;1015;Medellín
844;29/08/2020;45836;11278;1003;33555;757;Medellín
845;30/08/2020;46405;10901;1021;34483;569;Medellín
846;31/08/2020;47328;10983;1040;35305;923;Medellín
847;1/09/2020;47961;10392;1053;36516;633;Medellín
848;2/09/2020;48693;10213;1065;37415;732;Medellín
849;3/09/2020;48975;9892;1072;38011;282;Medellín
850;4/09/2020;49932;9349;1076;39507;957;Medellín
851;5/09/2020;34208;3832;1664;28712;169;Barranquilla
852;6/09/2020;34303;3511;1668;29124;95;Barranquilla
853;7/09/2020;34512;3472;1669;29371;209;Barranquilla
854;8/09/2020;34859;3560;1671;29628;347;Barranquilla
855;9/09/2020;35022;3106;1678;30238;163;Barranquilla
856;10/09/2020;35122;2937;1680;30505;100;Barranquilla
857;11/09/2020;35162;2790;1680;30692;40;Barranquilla
858;12/09/2020;35326;2741;1682;30903;164;Barranquilla
859;13/09/2020;35479;2633;1686;31160;153;Barranquilla
860;14/09/2020;35605;2469;1688;31448;126;Barranquilla
861;15/09/2020;35691;2352;1689;31650;86;Barranquilla
862;16/09/2020;35817;2229;1692;31896;126;Barranquilla
863;17/09/2020;35888;1916;1697;32275;71;Barranquilla
864;18/09/2020;35952;1813;1701;32438;64;Barranquilla
865;19/09/2020;36036;1621;1705;32710;84;Barranquilla
866;20/09/2020;36098;1581;1706;32811;62;Barranquilla
867;21/09/2020;36186;1528;1713;32945;88;Barranquilla
868;22/09/2020;36243;1449;1717;33077;57;Barranquilla
869;23/09/2020;36443;1460;1717;33266;200;Barranquilla
870;24/09/2020;36520;1404;1717;33399;77;Barranquilla
871;5/09/2020;163338;66826;4821;91691;4627;Bogotá D.C.
872;6/09/2020;166717;65235;4896;96586;3379;Bogotá D.C.
873;7/09/2020;171369;65247;4996;101126;4652;Bogotá D.C.
874;8/09/2020;176384;65387;5085;105912;5015;Bogotá D.C.
875;9/09/2020;179598;65604;5164;108830;3214;Bogotá D.C.
876;10/09/2020;181833;65189;5244;111400;2235;Bogotá D.C.
877;11/09/2020;186100;66086;5324;114690;4267;Bogotá D.C.
878;12/09/2020;188274;61437;5385;121452;2174;Bogotá D.C.
879;13/09/2020;192700;62234;5456;125010;4426;Bogotá D.C.
880;14/09/2020;195186;61124;5547;128515;2486;Bogotá D.C.
881;15/09/2020;199363;61373;5617;132373;4177;Bogotá D.C.
882;16/09/2020;201879;60332;5701;135846;2516;Bogotá D.C.
883;17/09/2020;204061;57033;5756;141272;2182;Bogotá D.C.
884;18/09/2020;207399;56087;5829;145483;3338;Bogotá D.C.
885;19/09/2020;209245;54687;5885;148673;1846;Bogotá D.C.
886;20/09/2020;211294;54158;5944;151192;2049;Bogotá D.C.
887;21/09/2020;213625;52012;5990;155623;2331;Bogotá D.C.
888;22/09/2020;216648;51540;6044;159064;3023;Bogotá D.C.
889;23/09/2020;219579;52527;6082;160970;2931;Bogotá D.C.
890;24/09/2020;221738;53877;6092;161769;2159;Bogotá D.C.
891;5/09/2020;29559;8845;1147;19567;442;Cali
892;6/09/2020;29893;8178;1166;20549;334;Cali
893;7/09/2020;30714;8567;1178;20969;821;Cali
894;8/09/2020;31545;8667;1193;21685;831;Cali
895;9/09/2020;32539;9059;1205;22275;994;Cali
896;10/09/2020;33037;9036;1222;22779;498;Cali
897;11/09/2020;33564;8853;1237;23474;527;Cali
898;12/09/2020;33837;8620;1253;23964;273;Cali
899;13/09/2020;34315;8409;1268;24638;478;Cali
900;14/09/2020;34902;8371;1281;25250;587;Cali
901;15/09/2020;35130;7965;1292;25873;228;Cali
902;16/09/2020;35526;7651;1308;26567;396;Cali
903;17/09/2020;35894;7488;1328;27078;368;Cali
904;18/09/2020;36220;7116;1342;27762;326;Cali
905;19/09/2020;36554;6801;1363;28390;334;Cali
906;20/09/2020;36863;6619;1383;28861;309;Cali
907;21/09/2020;37427;6563;1399;29465;564;Cali
908;22/09/2020;37809;6257;1408;30144;382;Cali
909;23/09/2020;38070;6011;1418;30641;261;Cali
910;24/09/2020;38466;6109;1420;30937;396;Cali
911;5/09/2020;18174;2239;529;15406;127;Cartagena de Indias
912;6/09/2020;18233;2103;529;15601;59;Cartagena de Indias
913;7/09/2020;18440;2166;531;15743;207;Cartagena de Indias
914;8/09/2020;18562;2042;535;15985;122;Cartagena de Indias
915;9/09/2020;18627;1796;536;16295;65;Cartagena de Indias
916;10/09/2020;18703;1727;540;16436;76;Cartagena de Indias
917;11/09/2020;19215;2082;542;16591;512;Cartagena de Indias
918;12/09/2020;19268;1666;543;17059;53;Cartagena de Indias
919;13/09/2020;19411;1619;543;17249;143;Cartagena de Indias
920;14/09/2020;19691;1690;544;17457;280;Cartagena de Indias
921;15/09/2020;19835;1603;545;17687;144;Cartagena de Indias
922;16/09/2020;20087;1547;545;17995;252;Cartagena de Indias
923;17/09/2020;20146;1509;546;18091;59;Cartagena de Indias
924;18/09/2020;20270;1557;546;18167;124;Cartagena de Indias
925;19/09/2020;20360;1519;547;18294;90;Cartagena de Indias
926;20/09/2020;20442;1435;549;18458;82;Cartagena de Indias
927;21/09/2020;20582;1496;551;18535;140;Cartagena de Indias
928;22/09/2020;20630;1480;552;18598;48;Cartagena de Indias
929;23/09/2020;20697;1345;553;18799;67;Cartagena de Indias
930;24/09/2020;20758;1251;553;18954;61;Cartagena de Indias
931;5/09/2020;35512;15261;736;19515;873;Medellín
932;6/09/2020;36132;14284;755;21093;620;Medellín
933;7/09/2020;37041;14077;776;22188;909;Medellín
934;8/09/2020;38015;13302;797;23916;974;Medellín
935;9/09/2020;38442;12197;817;25428;427;Medellín
936;10/09/2020;39122;11802;842;26478;680;Medellín
937;11/09/2020;40044;11865;855;27324;922;Medellín
938;12/09/2020;40845;11660;878;28307;801;Medellín
939;13/09/2020;41375;11312;896;29167;530;Medellín
940;14/09/2020;41990;10822;924;30244;615;Medellín
941;15/09/2020;43343;11232;937;31174;1353;Medellín
942;16/09/2020;44064;11145;962;31957;721;Medellín
943;17/09/2020;45079;11444;985;32650;1015;Medellín
944;18/09/2020;45836;11278;1003;33555;757;Medellín
945;19/09/2020;46405;10901;1021;34483;569;Medellín
946;20/09/2020;47328;10983;1040;35305;923;Medellín
947;21/09/2020;47961;10392;1053;36516;633;Medellín
948;22/09/2020;48693;10213;1065;37415;732;Medellín
949;23/09/2020;48975;9892;1072;38011;282;Medellín
950;24/09/2020;49932;9349;1076;39507;957;Medellín
